,Unnamed: 0,dateandtime,air-temp-1.8m-2m,air-hum,air-temp-1m,soil-temp,rain,date_full,hour_full
0,0,31.12.2019. 23:50:00,1.8,84.4,0.8,1.4,0.0,31.12.2019  23:50:00,50
1,1,31.12.2019. 23:40:00,1.9,84.6,1.1,1.4,0.0,31.12.2019  23:40:00,40
2,2,31.12.2019. 23:30:00,1.6,86.1,0.8,1.4,0.0,31.12.2019  23:30:00,30
3,3,31.12.2019. 23:20:00,0.5,87.5,-0.8,1.4,0.0,31.12.2019  23:20:00,20
4,4,31.12.2019. 23:10:00,0.5,88.1,-0.6,1.4,0.0,31.12.2019  23:10:00,10
5,5,31.12.2019. 23:00:00,0.0,89.4,-0.9,1.5,0.0,31.12.2019  23:00:00,00
6,6,31.12.2019. 22:50:00,-1.0,89.9,-1.5,1.5,0.0,31.12.2019  22:50:00,50
7,7,31.12.2019. 22:40:00,-1.0,89.2,-1.3,1.4,0.0,31.12.2019  22:40:00,40
8,8,31.12.2019. 22:30:00,-1.0,89.3,-1.3,1.5,0.0,31.12.2019  22:30:00,30
9,9,31.12.2019. 22:20:00,-0.4,89.4,-1.3,1.4,0.0,31.12.2019  22:20:00,20
10,10,31.12.2019. 22:10:00,-0.7,89.8,-1.3,1.4,0.0,31.12.2019  22:10:00,10
11,11,31.12.2019. 22:00:00,-0.6,88.6,-1.3,1.5,0.0,31.12.2019  22:00:00,00
12,12,31.12.2019. 21:50:00,-0.2,88.2,-0.9,1.4,0.0,31.12.2019  21:50:00,50
13,13,31.12.2019. 21:40:00,0.1,87.1,-0.6,1.5,0.0,31.12.2019  21:40:00,40
14,14,31.12.2019. 21:30:00,-0.1,86.3,-0.8,1.5,0.0,31.12.2019  21:30:00,30
15,15,31.12.2019. 21:20:00,0.0,86.3,-0.5,1.4,0.0,31.12.2019  21:20:00,20
16,16,31.12.2019. 21:10:00,-0.1,86.8,-0.5,1.5,0.0,31.12.2019  21:10:00,10
17,17,31.12.2019. 21:00:00,-0.2,87.5,-0.6,1.5,0.0,31.12.2019  21:00:00,00
18,18,31.12.2019. 20:50:00,-0.3,87.5,-0.9,1.5,0.0,31.12.2019  20:50:00,50
19,19,31.12.2019. 20:40:00,-0.3,85.6,-0.9,1.4,0.0,31.12.2019  20:40:00,40
20,20,31.12.2019. 20:30:00,0.3,84.3,-0.3,1.4,0.0,31.12.2019  20:30:00,30
21,21,31.12.2019. 20:20:00,0.8,82.3,0.0,1.4,0.0,31.12.2019  20:20:00,20
22,22,31.12.2019. 20:10:00,0.7,82.4,0.1,1.5,0.0,31.12.2019  20:10:00,10
23,23,31.12.2019. 20:00:00,1.0,81.1,0.6,1.4,0.0,31.12.2019  20:00:00,00
24,24,31.12.2019. 19:50:00,0.9,82.2,0.6,1.5,0.0,31.12.2019  19:50:00,50
25,25,31.12.2019. 19:40:00,0.7,83.0,0.4,1.5,0.0,31.12.2019  19:40:00,40
26,26,31.12.2019. 19:30:00,0.4,85.4,0.0,1.4,0.0,31.12.2019  19:30:00,30
27,27,31.12.2019. 19:20:00,0.3,85.2,0.0,1.5,0.0,31.12.2019  19:20:00,20
28,28,31.12.2019. 19:10:00,0.7,83.4,0.2,1.5,0.0,31.12.2019  19:10:00,10
29,29,31.12.2019. 19:00:00,0.3,85.8,0.0,1.4,0.0,31.12.2019  19:00:00,00
30,30,31.12.2019. 18:50:00,0.2,86.9,-0.1,1.5,0.0,31.12.2019  18:50:00,50
31,31,31.12.2019. 18:40:00,0.7,83.9,0.2,1.5,0.0,31.12.2019  18:40:00,40
32,32,31.12.2019. 18:30:00,0.5,85.4,0.1,1.5,0.0,31.12.2019  18:30:00,30
33,33,31.12.2019. 18:20:00,0.7,84.4,0.1,1.4,0.0,31.12.2019  18:20:00,20
34,34,31.12.2019. 18:10:00,0.6,84.2,-0.1,1.4,0.0,31.12.2019  18:10:00,10
35,35,31.12.2019. 18:00:00,0.5,83.7,-0.1,1.4,0.0,31.12.2019  18:00:00,00
36,36,31.12.2019. 17:50:00,0.5,84.8,-0.1,1.5,0.0,31.12.2019  17:50:00,50
37,37,31.12.2019. 17:40:00,1.2,80.4,0.4,1.4,0.0,31.12.2019  17:40:00,40
38,38,31.12.2019. 17:30:00,1.8,76.8,1.2,1.4,0.0,31.12.2019  17:30:00,30
39,39,31.12.2019. 17:20:00,1.9,76.3,1.2,1.4,0.0,31.12.2019  17:20:00,20
40,40,31.12.2019. 17:10:00,1.9,76.9,0.9,1.5,0.0,31.12.2019  17:10:00,10
41,41,31.12.2019. 17:00:00,1.7,78.1,0.7,1.5,0.0,31.12.2019  17:00:00,00
42,42,31.12.2019. 16:50:00,1.9,77.7,1.0,1.4,0.0,31.12.2019  16:50:00,50
43,43,31.12.2019. 16:40:00,2.2,76.0,1.4,1.4,0.0,31.12.2019  16:40:00,40
44,44,31.12.2019. 16:30:00,3.0,72.4,2.2,1.4,0.0,31.12.2019  16:30:00,30
45,45,31.12.2019. 16:20:00,3.3,70.8,2.8,1.5,0.0,31.12.2019  16:20:00,20
46,46,31.12.2019. 16:10:00,3.4,70.5,2.7,1.5,0.0,31.12.2019  16:10:00,10
47,47,31.12.2019. 16:00:00,3.7,71.7,3.2,1.5,0.0,31.12.2019  16:00:00,00
48,48,31.12.2019. 15:50:00,4.0,73.8,3.8,1.4,0.0,31.12.2019  15:50:00,50
49,49,31.12.2019. 15:40:00,4.6,68.6,4.5,1.5,0.0,31.12.2019  15:40:00,40
50,50,31.12.2019. 15:30:00,4.7,72.9,5.1,1.4,0.0,31.12.2019  15:30:00,30
51,51,31.12.2019. 15:20:00,5.2,74.5,6.1,1.5,0.0,31.12.2019  15:20:00,20
52,52,31.12.2019. 15:10:00,6.0,65.4,6.6,1.5,0.0,31.12.2019  15:10:00,10
53,53,31.12.2019. 15:00:00,6.1,63.1,7.2,1.5,0.0,31.12.2019  15:00:00,00
54,54,31.12.2019. 14:50:00,5.8,64.7,8.0,1.5,0.0,31.12.2019  14:50:00,50
55,55,31.12.2019. 14:40:00,5.9,63.5,8.1,1.5,0.0,31.12.2019  14:40:00,40
56,56,31.12.2019. 14:30:00,6.0,65.3,8.2,1.5,0.0,31.12.2019  14:30:00,30
57,57,31.12.2019. 14:20:00,5.6,63.8,8.3,1.5,0.0,31.12.2019  14:20:00,20
58,58,31.12.2019. 14:10:00,5.9,61.8,8.9,1.5,0.0,31.12.2019  14:10:00,10
59,59,31.12.2019. 14:00:00,6.3,59.4,9.8,1.5,0.0,31.12.2019  14:00:00,00
60,60,31.12.2019. 13:50:00,6.2,59.8,9.4,1.5,0.0,31.12.2019  13:50:00,50
61,61,31.12.2019. 13:40:00,6.2,57.9,9.5,1.5,0.0,31.12.2019  13:40:00,40
62,62,31.12.2019. 13:30:00,6.3,59.3,8.1,1.4,0.0,31.12.2019  13:30:00,30
63,63,31.12.2019. 13:20:00,5.8,59.0,7.1,1.5,0.0,31.12.2019  13:20:00,20
64,64,31.12.2019. 13:10:00,5.7,62.0,7.1,1.5,0.0,31.12.2019  13:10:00,10
65,65,31.12.2019. 13:00:00,5.7,59.2,7.4,1.4,0.0,31.12.2019  13:00:00,00
66,66,31.12.2019. 12:50:00,6.3,56.5,10.1,1.5,0.0,31.12.2019  12:50:00,50
67,67,31.12.2019. 12:40:00,6.1,60.2,9.5,1.5,0.0,31.12.2019  12:40:00,40
68,68,31.12.2019. 12:30:00,5.9,60.0,10.1,1.5,0.0,31.12.2019  12:30:00,30
69,69,31.12.2019. 12:20:00,5.3,62.3,8.0,1.5,0.0,31.12.2019  12:20:00,20
70,70,31.12.2019. 12:10:00,5.1,63.6,7.1,1.5,0.0,31.12.2019  12:10:00,10
71,71,31.12.2019. 12:00:00,4.4,67.5,9.4,1.5,0.0,31.12.2019  12:00:00,00
72,72,31.12.2019. 11:50:00,3.7,70.2,5.1,1.5,0.0,31.12.2019  11:50:00,50
73,73,31.12.2019. 11:40:00,3.4,71.7,4.9,1.5,0.0,31.12.2019  11:40:00,40
74,74,31.12.2019. 11:30:00,3.1,72.2,5.5,1.5,0.0,31.12.2019  11:30:00,30
75,75,31.12.2019. 11:20:00,3.0,73.0,5.6,1.5,0.0,31.12.2019  11:20:00,20
76,76,31.12.2019. 11:10:00,2.5,74.6,3.4,1.5,0.0,31.12.2019  11:10:00,10
77,77,31.12.2019. 11:00:00,2.7,72.9,3.4,1.4,0.0,31.12.2019  11:00:00,00
78,78,31.12.2019. 10:50:00,2.4,73.9,3.9,1.5,0.0,31.12.2019  10:50:00,50
79,79,31.12.2019. 10:40:00,2.0,79.7,3.9,1.5,0.0,31.12.2019  10:40:00,40
80,80,31.12.2019. 10:30:00,1.5,83.2,2.7,1.5,0.0,31.12.2019  10:30:00,30
81,81,31.12.2019. 10:20:00,1.5,81.2,2.1,1.5,0.0,31.12.2019  10:20:00,20
82,82,31.12.2019. 10:10:00,1.5,77.7,2.5,1.5,0.0,31.12.2019  10:10:00,10
83,83,31.12.2019. 10:00:00,1.5,77.5,2.8,1.5,0.0,31.12.2019  10:00:00,00
84,84,31.12.2019. 9:50:00,1.3,77.8,2.4,1.5,0.0,31.12.2019  9:50:00,50
85,85,31.12.2019. 9:40:00,1.2,79.0,2.6,1.5,0.0,31.12.2019  9:40:00,40
86,86,31.12.2019. 9:30:00,1.4,79.3,4.4,1.5,0.0,31.12.2019  9:30:00,30
87,87,31.12.2019. 9:20:00,0.2,86.1,1.3,1.5,0.0,31.12.2019  9:20:00,20
88,88,31.12.2019. 9:10:00,-0.1,86.3,0.7,1.5,0.0,31.12.2019  9:10:00,10
89,89,31.12.2019. 9:00:00,-0.4,86.3,0.4,1.5,0.0,31.12.2019  9:00:00,00
90,90,31.12.2019. 8:50:00,-0.6,87.2,0.1,1.5,0.0,31.12.2019  8:50:00,50
91,91,31.12.2019. 8:40:00,-0.9,87.7,-0.2,1.5,0.0,31.12.2019  8:40:00,40
92,92,31.12.2019. 8:30:00,-1.2,88.4,-0.5,1.5,0.0,31.12.2019  8:30:00,30
93,93,31.12.2019. 8:20:00,-1.2,88.9,-0.8,1.5,0.0,31.12.2019  8:20:00,20
94,94,31.12.2019. 8:10:00,-1.4,88.8,-0.9,1.5,0.0,31.12.2019  8:10:00,10
95,95,31.12.2019. 8:00:00,-1.5,88.8,-1.1,1.5,0.0,31.12.2019  8:00:00,00
96,96,31.12.2019. 7:50:00,-1.6,89.3,-1.3,1.5,0.0,31.12.2019  7:50:00,50
97,97,31.12.2019. 7:40:00,-1.6,89.7,-1.4,1.5,0.0,31.12.2019  7:40:00,40
98,98,31.12.2019. 7:30:00,-1.6,89.4,-1.4,1.5,0.0,31.12.2019  7:30:00,30
99,99,31.12.2019. 7:20:00,-1.8,88.6,-1.7,1.6,0.0,31.12.2019  7:20:00,20
100,100,31.12.2019. 7:10:00,-1.7,88.9,-1.7,1.5,0.0,31.12.2019  7:10:00,10
101,101,31.12.2019. 7:00:00,-1.8,88.8,-1.7,1.5,0.0,31.12.2019  7:00:00,00
102,102,31.12.2019. 6:50:00,-1.9,88.6,-1.8,1.6,0.0,31.12.2019  6:50:00,50
103,103,31.12.2019. 6:40:00,-1.9,89.3,-1.8,1.5,0.0,31.12.2019  6:40:00,40
104,104,31.12.2019. 6:30:00,-1.9,89.5,-1.7,1.5,0.0,31.12.2019  6:30:00,30
105,105,31.12.2019. 6:20:00,-1.8,89.9,-1.7,1.5,0.0,31.12.2019  6:20:00,20
106,106,31.12.2019. 6:10:00,-1.9,90.0,-1.8,1.5,0.0,31.12.2019  6:10:00,10
107,107,31.12.2019. 6:00:00,-1.9,89.8,-1.9,1.6,0.0,31.12.2019  6:00:00,00
108,108,31.12.2019. 5:50:00,-2.1,89.6,-2.1,1.6,0.0,31.12.2019  5:50:00,50
109,109,31.12.2019. 5:40:00,-2.1,89.9,-1.9,1.5,0.0,31.12.2019  5:40:00,40
110,110,31.12.2019. 5:30:00,-2.2,89.8,-2.1,1.6,0.0,31.12.2019  5:30:00,30
111,111,31.12.2019. 5:20:00,-2.3,89.8,-2.3,1.6,0.0,31.12.2019  5:20:00,20
112,112,31.12.2019. 5:10:00,-2.4,89.7,-2.3,1.5,0.0,31.12.2019  5:10:00,10
113,113,31.12.2019. 5:00:00,-2.3,89.8,-2.3,1.6,0.0,31.12.2019  5:00:00,00
114,114,31.12.2019. 4:50:00,-2.2,89.2,-2.1,1.6,0.0,31.12.2019  4:50:00,50
115,115,31.12.2019. 4:40:00,-2.4,88.2,-2.7,1.6,0.0,31.12.2019  4:40:00,40
116,116,31.12.2019. 4:30:00,-2.5,87.4,-2.7,1.6,0.0,31.12.2019  4:30:00,30
117,117,31.12.2019. 4:20:00,-2.4,87.5,-2.6,1.6,0.0,31.12.2019  4:20:00,20
118,118,31.12.2019. 4:10:00,-2.4,87.7,-2.6,1.6,0.0,31.12.2019  4:10:00,10
119,119,31.12.2019. 4:00:00,-2.4,87.4,-2.4,1.6,0.0,31.12.2019  4:00:00,00
120,120,31.12.2019. 3:50:00,-2.3,87.4,-2.2,1.6,0.0,31.12.2019  3:50:00,50
121,121,31.12.2019. 3:40:00,-2.3,87.5,-2.2,1.6,0.0,31.12.2019  3:40:00,40
122,122,31.12.2019. 3:30:00,-2.3,87.6,-2.1,1.6,0.0,31.12.2019  3:30:00,30
123,123,31.12.2019. 3:20:00,-2.3,87.3,-2.2,1.6,0.0,31.12.2019  3:20:00,20
124,124,31.12.2019. 3:10:00,-2.3,87.3,-2.3,1.6,0.0,31.12.2019  3:10:00,10
125,125,31.12.2019. 3:00:00,-2.4,87.2,-2.4,1.6,0.0,31.12.2019  3:00:00,00
126,126,31.12.2019. 2:50:00,-2.2,87.3,-2.1,1.6,0.0,31.12.2019  2:50:00,50
127,127,31.12.2019. 2:40:00,-2.3,87.1,-2.1,1.6,0.0,31.12.2019  2:40:00,40
128,128,31.12.2019. 2:30:00,-2.3,88.3,-2.2,1.6,0.0,31.12.2019  2:30:00,30
129,129,31.12.2019. 2:20:00,-2.6,89.3,-2.5,1.6,0.0,31.12.2019  2:20:00,20
130,130,31.12.2019. 2:10:00,-2.7,89.7,-2.8,1.6,0.0,31.12.2019  2:10:00,10
131,131,31.12.2019. 2:00:00,-2.7,89.8,-2.8,1.6,0.0,31.12.2019  2:00:00,00
132,132,31.12.2019. 1:50:00,-2.7,89.7,-3.1,1.6,0.0,31.12.2019  1:50:00,50
133,133,31.12.2019. 1:40:00,-2.6,89.2,-3.1,1.6,0.0,31.12.2019  1:40:00,40
134,134,31.12.2019. 1:30:00,-2.6,89.0,-3.1,1.6,0.0,31.12.2019  1:30:00,30
135,135,31.12.2019. 1:20:00,-2.5,88.4,-2.9,1.6,0.0,31.12.2019  1:20:00,20
136,136,31.12.2019. 1:10:00,-2.4,87.9,-2.7,1.6,0.0,31.12.2019  1:10:00,10
137,137,31.12.2019. 1:00:00,-2.2,87.3,-2.4,1.6,0.0,31.12.2019  1:00:00,00
138,138,31.12.2019. 0:50:00,-2.0,87.4,-2.1,1.6,0.0,31.12.2019  0:50:00,50
139,139,31.12.2019. 0:40:00,-1.9,87.4,-1.9,1.6,0.0,31.12.2019  0:40:00,40
140,140,31.12.2019. 0:30:00,-1.9,87.8,-1.9,1.6,0.0,31.12.2019  0:30:00,30
141,141,31.12.2019. 0:20:00,-2.0,87.9,-2.0,1.6,0.0,31.12.2019  0:20:00,20
142,142,31.12.2019. 0:10:00,-2.0,87.8,-2.4,1.6,0.0,31.12.2019  0:10:00,10
143,143,31.12.2019. 0:00:00,-1.8,87.9,-2.1,1.6,0.0,31.12.2019  0:00:00,00
144,144,30.12.2019. 23:50:00,-1.7,88.6,-1.9,1.6,0.0,30.12.2019  23:50:00,50
145,145,30.12.2019. 23:40:00,-1.7,88.0,-1.9,1.6,0.0,30.12.2019  23:40:00,40
146,146,30.12.2019. 23:30:00,-1.6,88.1,-1.5,1.6,0.0,30.12.2019  23:30:00,30
147,147,30.12.2019. 23:20:00,-1.6,88.4,-1.7,1.6,0.0,30.12.2019  23:20:00,20
148,148,30.12.2019. 23:10:00,-1.6,87.8,-1.8,1.6,0.0,30.12.2019  23:10:00,10
149,149,30.12.2019. 23:00:00,-1.3,87.3,-1.6,1.6,0.0,30.12.2019  23:00:00,00
150,150,30.12.2019. 22:50:00,-1.1,86.5,-1.0,1.6,0.0,30.12.2019  22:50:00,50
151,151,30.12.2019. 22:40:00,-0.9,86.4,-0.8,1.6,0.0,30.12.2019  22:40:00,40
152,152,30.12.2019. 22:30:00,-0.8,86.0,-0.7,1.6,0.0,30.12.2019  22:30:00,30
153,153,30.12.2019. 22:20:00,-0.8,85.3,-0.6,1.6,0.0,30.12.2019  22:20:00,20
154,154,30.12.2019. 22:10:00,-0.8,85.3,-0.5,1.6,0.0,30.12.2019  22:10:00,10
155,155,30.12.2019. 22:00:00,-0.8,86.4,-0.6,1.6,0.0,30.12.2019  22:00:00,00
156,156,30.12.2019. 21:50:00,-0.9,87.6,-0.6,1.6,0.0,30.12.2019  21:50:00,50
157,157,30.12.2019. 21:40:00,-1.0,87.7,-0.7,1.6,0.0,30.12.2019  21:40:00,40
158,158,30.12.2019. 21:30:00,-0.9,87.5,-0.6,1.6,0.0,30.12.2019  21:30:00,30
159,159,30.12.2019. 21:20:00,-1.0,87.2,-0.6,1.6,0.0,30.12.2019  21:20:00,20
160,160,30.12.2019. 21:10:00,-1.0,88.4,-0.8,1.6,0.0,30.12.2019  21:10:00,10
161,161,30.12.2019. 21:00:00,-1.1,88.2,-0.8,1.6,0.0,30.12.2019  21:00:00,00
162,162,30.12.2019. 20:50:00,-1.1,88.4,-0.8,1.6,0.0,30.12.2019  20:50:00,50
163,163,30.12.2019. 20:40:00,-1.2,88.7,-0.9,1.6,0.0,30.12.2019  20:40:00,40
164,164,30.12.2019. 20:30:00,-1.3,89.5,-1.1,1.6,0.0,30.12.2019  20:30:00,30
165,165,30.12.2019. 20:20:00,-1.3,89.5,-1.1,1.6,0.0,30.12.2019  20:20:00,20
166,166,30.12.2019. 20:10:00,-1.5,89.0,-1.4,1.6,0.0,30.12.2019  20:10:00,10
167,167,30.12.2019. 20:00:00,-1.4,88.9,-1.4,1.6,0.0,30.12.2019  20:00:00,00
168,168,30.12.2019. 19:50:00,-1.4,88.4,-1.4,1.6,0.0,30.12.2019  19:50:00,50
169,169,30.12.2019. 19:40:00,-1.4,87.8,-1.3,1.6,0.0,30.12.2019  19:40:00,40
170,170,30.12.2019. 19:30:00,-1.6,87.8,-1.5,1.6,0.0,30.12.2019  19:30:00,30
171,171,30.12.2019. 19:20:00,-1.6,88.0,-1.5,1.6,0.0,30.12.2019  19:20:00,20
172,172,30.12.2019. 19:10:00,-1.6,88.1,-1.4,1.6,0.0,30.12.2019  19:10:00,10
173,173,30.12.2019. 19:00:00,-1.6,88.1,-1.4,1.7,0.0,30.12.2019  19:00:00,00
174,174,30.12.2019. 18:50:00,-1.5,87.9,-1.4,1.6,0.0,30.12.2019  18:50:00,50
175,175,30.12.2019. 18:40:00,-1.6,88.1,-1.4,1.6,0.0,30.12.2019  18:40:00,40
176,176,30.12.2019. 18:30:00,-1.6,88.0,-1.8,1.6,0.0,30.12.2019  18:30:00,30
177,177,30.12.2019. 18:20:00,-1.7,88.6,-2.2,1.6,0.0,30.12.2019  18:20:00,20
178,178,30.12.2019. 18:10:00,-2.0,89.2,-2.5,1.7,0.0,30.12.2019  18:10:00,10
179,179,30.12.2019. 18:00:00,-2.2,88.8,-2.5,1.6,0.0,30.12.2019  18:00:00,00
180,180,30.12.2019. 17:50:00,-1.9,88.4,-2.2,1.7,0.0,30.12.2019  17:50:00,50
181,181,30.12.2019. 17:40:00,-1.6,88.0,-2.1,1.7,0.0,30.12.2019  17:40:00,40
182,182,30.12.2019. 17:30:00,-1.6,87.3,-2.1,1.7,0.0,30.12.2019  17:30:00,30
183,183,30.12.2019. 17:20:00,-1.6,86.7,-1.9,1.6,0.0,30.12.2019  17:20:00,20
184,184,30.12.2019. 17:10:00,-1.4,86.0,-1.6,1.6,0.0,30.12.2019  17:10:00,10
185,185,30.12.2019. 17:00:00,-1.2,85.1,-1.4,1.6,0.0,30.12.2019  17:00:00,00
186,186,30.12.2019. 16:50:00,-1.0,84.9,-1.2,1.7,0.0,30.12.2019  16:50:00,50
187,187,30.12.2019. 16:40:00,-0.9,86.0,-1.1,1.6,0.0,30.12.2019  16:40:00,40
188,188,30.12.2019. 16:30:00,-0.5,84.5,-0.8,1.7,0.0,30.12.2019  16:30:00,30
189,189,30.12.2019. 16:20:00,-0.1,79.4,-0.8,1.7,0.0,30.12.2019  16:20:00,20
190,190,30.12.2019. 16:10:00,0.1,78.2,-0.4,1.7,0.0,30.12.2019  16:10:00,10
191,191,30.12.2019. 16:00:00,0.7,77.9,0.2,1.7,0.0,30.12.2019  16:00:00,00
192,192,30.12.2019. 15:50:00,1.3,75.8,0.9,1.7,0.0,30.12.2019  15:50:00,50
193,193,30.12.2019. 15:40:00,1.6,72.9,1.5,1.7,0.0,30.12.2019  15:40:00,40
194,194,30.12.2019. 15:30:00,1.7,72.5,1.7,1.7,0.0,30.12.2019  15:30:00,30
195,195,30.12.2019. 15:20:00,2.1,72.6,2.4,1.7,0.0,30.12.2019  15:20:00,20
196,196,30.12.2019. 15:10:00,2.1,71.4,2.7,1.7,0.0,30.12.2019  15:10:00,10
197,197,30.12.2019. 15:00:00,2.4,69.9,2.6,1.7,0.0,30.12.2019  15:00:00,00
198,198,30.12.2019. 14:50:00,2.2,70.9,3.8,1.7,0.0,30.12.2019  14:50:00,50
199,199,30.12.2019. 14:40:00,2.4,70.3,3.7,1.7,0.0,30.12.2019  14:40:00,40
200,200,30.12.2019. 14:30:00,2.5,70.5,4.1,1.7,0.0,30.12.2019  14:30:00,30
201,201,30.12.2019. 14:20:00,2.6,69.6,5.4,1.7,0.0,30.12.2019  14:20:00,20
202,202,30.12.2019. 14:10:00,2.5,69.4,6.8,1.7,0.0,30.12.2019  14:10:00,10
203,203,30.12.2019. 14:00:00,2.5,67.7,6.4,1.7,0.0,30.12.2019  14:00:00,00
204,204,30.12.2019. 13:50:00,2.5,69.2,6.2,1.7,0.0,30.12.2019  13:50:00,50
205,205,30.12.2019. 13:40:00,2.6,70.3,6.6,1.8,0.0,30.12.2019  13:40:00,40
206,206,30.12.2019. 13:30:00,2.3,69.1,6.1,1.7,0.0,30.12.2019  13:30:00,30
207,207,30.12.2019. 13:20:00,2.0,69.6,3.2,1.8,0.0,30.12.2019  13:20:00,20
208,208,30.12.2019. 13:10:00,2.3,70.2,3.8,1.8,0.0,30.12.2019  13:10:00,10
209,209,30.12.2019. 13:00:00,2.1,70.0,6.2,1.8,0.0,30.12.2019  13:00:00,00
210,210,30.12.2019. 12:50:00,1.8,71.5,8.0,1.8,0.0,30.12.2019  12:50:00,50
211,211,30.12.2019. 12:40:00,1.8,71.5,7.2,1.8,0.0,30.12.2019  12:40:00,40
212,212,30.12.2019. 12:30:00,1.6,71.9,7.2,1.8,0.0,30.12.2019  12:30:00,30
213,213,30.12.2019. 12:20:00,1.5,72.2,6.5,1.8,0.0,30.12.2019  12:20:00,20
214,214,30.12.2019. 12:10:00,1.5,72.1,4.9,1.8,0.0,30.12.2019  12:10:00,10
215,215,30.12.2019. 12:00:00,1.3,73.4,4.6,1.8,0.0,30.12.2019  12:00:00,00
216,216,30.12.2019. 11:50:00,1.3,75.2,2.8,1.8,0.0,30.12.2019  11:50:00,50
217,217,30.12.2019. 11:40:00,1.3,74.6,3.4,1.8,0.0,30.12.2019  11:40:00,40
218,218,30.12.2019. 11:30:00,1.2,74.4,6.3,1.8,0.0,30.12.2019  11:30:00,30
219,219,30.12.2019. 11:20:00,1.0,74.7,6.4,1.8,0.0,30.12.2019  11:20:00,20
220,220,30.12.2019. 11:10:00,1.1,74.1,5.4,1.8,0.0,30.12.2019  11:10:00,10
221,221,30.12.2019. 11:00:00,0.6,77.9,6.1,1.8,0.0,30.12.2019  11:00:00,00
222,222,30.12.2019. 10:50:00,0.5,77.5,6.7,1.8,0.0,30.12.2019  10:50:00,50
223,223,30.12.2019. 10:40:00,0.8,79.0,7.0,1.8,0.0,30.12.2019  10:40:00,40
224,224,30.12.2019. 10:30:00,0.1,79.8,5.5,1.8,0.0,30.12.2019  10:30:00,30
225,225,30.12.2019. 10:20:00,-0.2,80.3,5.4,1.8,0.0,30.12.2019  10:20:00,20
226,226,30.12.2019. 10:10:00,-0.2,80.9,4.9,1.8,0.0,30.12.2019  10:10:00,10
227,227,30.12.2019. 10:00:00,-0.6,81.9,4.4,1.8,0.0,30.12.2019  10:00:00,00
228,228,30.12.2019. 9:50:00,-1.4,82.8,3.1,1.8,0.0,30.12.2019  9:50:00,50
229,229,30.12.2019. 9:40:00,-1.4,82.9,3.3,1.8,0.0,30.12.2019  9:40:00,40
230,230,30.12.2019. 9:30:00,-1.6,82.3,3.8,1.8,0.0,30.12.2019  9:30:00,30
231,231,30.12.2019. 9:20:00,-1.8,83.0,2.9,1.8,0.0,30.12.2019  9:20:00,20
232,232,30.12.2019. 9:10:00,-2.4,83.6,1.0,1.8,0.0,30.12.2019  9:10:00,10
233,233,30.12.2019. 9:00:00,-2.3,82.9,-1.3,1.8,0.0,30.12.2019  9:00:00,00
234,234,30.12.2019. 8:50:00,-2.8,85.6,-1.7,1.8,0.0,30.12.2019  8:50:00,50
235,235,30.12.2019. 8:40:00,-3.4,88.1,-1.6,1.8,0.0,30.12.2019  8:40:00,40
236,236,30.12.2019. 8:30:00,-3.5,89.1,-2.6,1.9,0.0,30.12.2019  8:30:00,30
237,237,30.12.2019. 8:20:00,-4.0,90.1,-3.4,1.9,0.0,30.12.2019  8:20:00,20
238,238,30.12.2019. 8:10:00,-4.6,90.3,-4.5,1.9,0.0,30.12.2019  8:10:00,10
239,239,30.12.2019. 8:00:00,-5.0,90.6,-5.0,1.9,0.0,30.12.2019  8:00:00,00
240,240,30.12.2019. 7:50:00,-5.2,90.7,-5.2,1.9,0.0,30.12.2019  7:50:00,50
241,241,30.12.2019. 7:40:00,-5.3,90.9,-5.5,1.9,0.0,30.12.2019  7:40:00,40
242,242,30.12.2019. 7:30:00,-5.7,90.7,-6.1,1.9,0.0,30.12.2019  7:30:00,30
243,243,30.12.2019. 7:20:00,-5.3,90.6,-5.8,1.9,0.0,30.12.2019  7:20:00,20
244,244,30.12.2019. 7:10:00,-5.1,90.5,-5.4,1.9,0.0,30.12.2019  7:10:00,10
245,245,30.12.2019. 7:00:00,-5.0,90.6,-5.3,1.9,0.0,30.12.2019  7:00:00,00
246,246,30.12.2019. 6:50:00,-5.1,90.5,-5.3,1.9,0.0,30.12.2019  6:50:00,50
247,247,30.12.2019. 6:40:00,-4.9,90.4,-5.2,1.9,0.0,30.12.2019  6:40:00,40
248,248,30.12.2019. 6:30:00,-4.8,90.5,-5.1,1.9,0.0,30.12.2019  6:30:00,30
249,249,30.12.2019. 6:20:00,-4.6,90.2,-5.0,1.9,0.0,30.12.2019  6:20:00,20
250,250,30.12.2019. 6:10:00,-4.6,89.9,-4.9,1.9,0.0,30.12.2019  6:10:00,10
251,251,30.12.2019. 6:00:00,-4.3,89.7,-4.8,1.9,0.0,30.12.2019  6:00:00,00
252,252,30.12.2019. 5:50:00,-4.2,89.3,-4.8,1.9,0.0,30.12.2019  5:50:00,50
253,253,30.12.2019. 5:40:00,-4.1,88.7,-4.7,1.9,0.0,30.12.2019  5:40:00,40
254,254,30.12.2019. 5:30:00,-4.2,87.8,-4.6,1.9,0.0,30.12.2019  5:30:00,30
255,255,30.12.2019. 5:20:00,-4.0,87.8,-4.6,1.9,0.0,30.12.2019  5:20:00,20
256,256,30.12.2019. 5:10:00,-4.0,88.0,-4.5,1.9,0.0,30.12.2019  5:10:00,10
